security_key,temp_code,code,name,issuer_name,lifecycle_stage,application_date,a1_date,application_status,application_status_update_date,hearing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_result_date,expected_listing_date,listing_date,board,industry,sub_industry,offer_price_low,offer_price_high,issue_price,final_price_position,board_lot,fundraising_amount_hkd,market_cap_at_ipo_hkd,net_proceeds_hkd,issue_pe,public_subscription_multiple,international_subscription_multiple,one_lot_success_rate,clawback_ratio,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_shares,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,sponsor_names,overall_coordinator_names,bookrunner_names,underwriter_names,proceeds_use,primary_signal,primary_action,data_completeness_score,next_data_action,source_files,number,result_or_latest_date_raw,offer_type,has_public_offer,is_transfer_or_intro_raw,reserved_f007,market_cap_at_ipo_hkd_mn,global_offer_shares_initial,global_offer_shares_final_base,global_offer_shares_with_oa,global_offer_shares_ex_oa_or_exercised_raw,public_offer_shares_initial,public_offer_shares_final,international_offer_shares_initial,international_offer_shares_final,placing_or_reserved_shares_initial_raw,placing_or_reserved_shares_final_raw,other_offer_shares_initial_raw,other_offer_shares_final_raw,over_allotment_option_shares,over_allotment_exercised_shares,reserved_f037,reserved_f038,sale_shares_initial_raw,sale_shares_final_raw,cornerstone_shares_from_first_issue,gross_proceeds_with_oa_hkd,gross_proceeds_base_hkd,gross_proceeds_oa_hkd,listing_expenses_hkd,offer_currency,par_value,par_value_currency,reserved_f026,public_subscription_multiple_first_issue,reserved_f051,international_subscription_multiple_first_issue
2590.HK,,2590.HK,极智嘉-W,极智嘉-W,已上市180D后,,,,,,2025-06-30 00:00:00,2025-06-30 00:00:00,2025-07-04 00:00:00,2025-06-30 00:00:00,2025-07-08 00:00:00,2025-07-09 00:00:00,2025-07-09,主板,,,16.8,16.8,16.8,,200.0,,3393890000.0,2813830000.0,23.95744252655,133.62,30.17,,,,,,,,,,,,,,,约40%的所得款项净额将于未来六年分配用于投资研发及产品迭代计划。约20%的所得款项净额将于未来六年分配用于扩大国际品牌影响力及加强市场参与。约15%的所得款项净额将于未来六年分配用于支持公司不断扩大的供应链发展。约15%的所得款项净额用于开发先进的数字化管理平台和升级网络安全IT基础设施。约10%的所得款项净额将分配作一般公司用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,121,2025/08/04,"发售以供认购,发售以供配售",是,否,,3393.89,140353000.0,161405800.0,164563800.0,178075600.0,14035400.0,70176600.0,126317600.0,91229200.0,,,,,24210800,16669800,,,,,42662200,2991670080.0,2711617440.0,280052640.0000,177840080.0,HKD,1.0000000000,CNY,,133.62,,30.17
1828.HK,,1828.HK,富卫集团,富卫集团,已上市180D后,,,,,,2025-06-26 00:00:00,2025-06-26 00:00:00,2025-07-02 00:00:00,2025-06-26 00:00:00,2025-07-04 00:00:00,2025-07-07 00:00:00,2025-07-07,主板,,,38.0,38.0,38.0,,100.0,,3838320000.0,3125700000.0,53.263271523248,37.13,2.32,,,,,,,,,,,,,,,"提高保险集团监管制度下的资本水平,并为营运实体提供增长资金,用于加强公司的股本、偿付能力及核心流动资金,以及建立超出适用法定要求的资本缓冲。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,126,2025/08/01,"发售以供认购,发售以供配售",是,否,,3838.32,91342100.0,91342100.0,105043400.0,96343500.0,9134300.0,27402700.0,82207800.0,63939400.0,,,,,13701300,5001400,,,,,51315700,3661053000.0,3470999800.0,190053200.0000,535353000.0,HKD,0.0300000000,USD,,37.13,,2.32
2648.HK,,2648.HK,安井食品,安井食品,已上市180D后,,,,,,2025-06-25 00:00:00,2025-06-25 00:00:00,2025-06-30 00:00:00,2025-07-01 00:00:00,2025-07-03 00:00:00,2025-07-04 00:00:00,2025-07-04,主板,,,,66.0,60.0,,100.0,,6666560000.0,2302000000.0,29.438400588078,44.2,5.85,,,,,,,,,,,,,,,"约35.0%用于扩大销售及经销网络。约35.0%用于提升采购能力,优化供应链并搭建供应链系统。约15.0%用于业务营运数字化。约5.0%用于产品开发及技术创新。约10.0%将拨作营运资金及一般公司用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,127,2025/07/30,"发售以供认购,发售以供配售",是,否,,6666.56,39994700.0,39994700.0,45993900.0,39994700.0,3999500.0,11998500.0,35995200.0,27996200.0,,,,,5999200,0,,,,,11773800,2399682000.0,2399682000.0,0.0000,97682000.0,HKD,1.0000000000,CNY,,44.2,,5.85
2592.HK,,2592.HK,拨康视云-B,拨康视云-B,已上市180D后,,,,,,2025-06-24 00:00:00,2025-06-24 00:00:00,2025-06-27 00:00:00,2025-06-24 00:00:00,2025-07-02 00:00:00,2025-07-03 00:00:00,2025-07-03,主板,,,10.1,10.1,10.1,,500.0,,5100940000.0,522210000.0,29.24952605086,78.78,0.89,,,,,,,,,,,,,,,"约62.4%将用于拨付公司的核心产品CBT-001的持续临床研发活动(包括研发人员及研发活动的成本及开支),以及注册备案及获批后研究所需资金。约27.6%将用于拨付持续临床研发活动。约5.5%将用于拨付生产设施及商业化活动所需资金。约4.5%将用作营运资金及其他一般企业用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,128,2025/07/02,"发售以供认购,发售以供配售",是,否,,5100.94,60582000.0,60582000.0,60582000.0,60582000.0,6058500.0,12115500.0,54523500.0,48466500.0,,,,,,,,,,,17720000,611880000.0,611878200.0,0.0000,89670000.0,HKD,0.0001000000,USD,,78.78,,0.89
3880.HK,,3880.HK,泰德医药,泰德医药,已上市180D后,,,,,,2025-06-20 00:00:00,2025-06-20 00:00:00,2025-06-25 00:00:00,2025-06-26 00:00:00,2025-06-27 00:00:00,2025-06-30 00:00:00,2025-06-30,主板,,,28.4,30.6,30.6,1.0,100.0,,3090850000.0,428770000.0,15.269024276377,301.15,2.43,,,,,,,,,,,,,,,约76.4%将用于在美国及中国建设设施以进一步扩大公司的服务能力及产能;所得款项净额的约4.1%将用于扩张中国的产能;所得款项净额的约9.5%将用于在更多地区建立销售及售后服务网点;所得款项净额的约10.0%将用于公司的营运资金及其他一般公司用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,131,2025/06/27,"发售以供认购,发售以供配售",是,否,,3090.85,16800000.0,16800000.0,16800000.0,16800000.0,1680000.0,8400000.0,15120000.0,8400000.0,,,,,,,,,,,2565000,514080000.0,514080000.0,0.0000,85310000.0,HKD,1.0000000000,CNY,,301.15,,2.43
6603.HK,,6603.HK,IFBH,IFBH,已上市180D后,,,,,,2025-06-20 00:00:00,2025-06-20 00:00:00,2025-06-25 00:00:00,2025-06-26 00:00:00,2025-06-27 00:00:00,2025-06-30 00:00:00,2025-06-30,主板,,,25.3,27.8,27.8,1.0,200.0,,5616070000.0,1073930000.0,26.759914368274,2682.35,22.93,,,,,,,,,,,,,,,"约30%将用于加强公司的仓配能力。约22%将用于品牌建设。约13%将用于巩固公司在中国内地的市场地位及渗透程度,拓展澳洲、美洲及东南亚的业务。约5%将用于提升公司的开发能力。约20%将用于在亚洲、北美或澳洲组建策略联盟及进行收购,藉此扩展业务。约10%将用作营运资金及其他一般企业用途。",散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,130,2025/07/25,"发售以供认购,发售以供配售",是,否,,5616.07,41666800.0,41666800.0,47916800.0,47916800.0,4166800.0,20833400.0,37500000.0,20833400.0,,,,,6250000,6250000,6250000,6250000,148200,141600,11150000,1158337040.0,1158337040.0,0.0000,84407040.0,HKD,,,,2682.35,,22.93
9678.HK,,9678.HK,云知声,云知声,已上市180D后,,,,,,2025-06-20 00:00:00,2025-06-20 00:00:00,2025-06-25 00:00:00,2025-06-26 00:00:00,2025-06-27 00:00:00,2025-06-30 00:00:00,2025-06-30,主板,,,165.0,205.0,205.0,1.0,20.0,,4141350000.0000005,252000000.0,25.903744732331,91.66,1.7,,,,,,,,,,,,,,,约45.6%将于未来五年被用于提高公司的研发能力;约47.0%将于未来五年被分配用于投资新兴的商业机会;约7.4%将被分配于营运资金和一般企业用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,129,2025/07/25,"发售以供认购,发售以供配售",是,否,,4141.35,1560980.0,1560980.0,1795120.0,1795120.0,156100.0,624400.0,1404880.0,936580.0,,,,,234140,234140,,,,,462860,367999600.0,320000900.0,47998700.0000,115999600.0,HKD,1.0000000000,CNY,,91.66,,1.7
2508.HK,,2508.HK,圣贝拉集团,圣贝拉集团,已上市180D后,,,,,,2025-06-18 00:00:00,2025-06-18 00:00:00,2025-06-23 00:00:00,2025-06-18 00:00:00,2025-06-25 00:00:00,2025-06-26 00:00:00,2025-06-26,主板,,,6.58,6.58,6.58,,500.0,,3323180000.0,709080000.0,40.375876479879,193.0,15.59,,,,,,,,,,,,,,,约29%将用于扩展产后护理网络;约37%将用于推出新服务及产品;约6%将用于培训专业家庭护理专家;约18%将用于研发活动;约9%将用作营运资金及其他一般企业用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,133,2025/07/23,"发售以供认购,发售以供配售",是,否,,3323.18,95420000.0,109733000.0,111879500.0,122196500.0,9542000.0,47710000.0,85878000.0,62023000.0,,,,,16459500,12463500,,,,,49337000,804052970.0,722043140.0,82009830.0000,94972970.0,HKD,0.0001000000,USD,,193.0,,15.59
6168.HK,,6168.HK,周六福,周六福,已上市180D后,,,,,,2025-06-18 00:00:00,2025-06-18 00:00:00,2025-06-23 00:00:00,2025-06-18 00:00:00,2025-06-25 00:00:00,2025-06-26 00:00:00,2025-06-26,主板,,,24.0,24.0,24.0,,100.0,,2424200000.0,1379970000.0,38.786668450552,711.11,13.55,,,,,,,,,,,,,,,约50.0%将分配用于扩大和加强公司的销售网络;约20.0%将用于加强公司的品牌;约20.0%将分配用于提升公司的产品供应及加强公司的产品设计及开发能力;约10.0%将分配作运营资金及一般企业用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,132,2025/07/23,"发售以供认购,发售以供配售",是,否,,2424.2,46808000.0,53829200.0,54882300.0,61903500.0,4680800.0,23404000.0,42127200.0,30425200.0,,,,,8074300,8074300,,,,,23891700,1485684000.0,1291900800.0,193783200.0000,105714000.0,HKD,1.0000000000,CNY,,711.11,,13.55
6883.HK,,6883.HK,颖通控股,颖通控股,已上市180D后,,,,,,2025-06-18 00:00:00,2025-06-18 00:00:00,2025-06-23 00:00:00,2025-06-24 00:00:00,2025-06-26 00:00:00,2025-06-26 00:00:00,2025-06-26,主板,,,2.8,3.38,2.88,0.13793103448275873,1000.0,,3414090000.0,882520000.0,,35.84,3.5,,,,,,,,,,,,,,,"约15.0%进一步发展公司的自有品牌及收购或投资外部品牌。约55.0%发展及扩大公司的直销渠道。约10.0%加速数字化转型。约10.0%提升集团的知名度及声誉。约10.0%营运资金及一般企业用途,以支持公司的业务营运及增长。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,134,2025/07/23,"发售以供认购,发售以供配售",是,否,,3414.09,333400000.0,333400000.0,383410000.0,333400000.0,33340000.0,100020000.0,300060000.0,233380000.0,,,,,50010000,0,,,,,,960192000.0,960192000.0,0.0000,77672000.0,HKD,0.0010000000,HKD,,35.84,,3.5
2643.HK,,2643.HK,曹操出行,曹操出行,已上市180D后,,,,,,2025-06-17 00:00:00,2025-06-17 00:00:00,2025-06-20 00:00:00,2025-06-17 00:00:00,2025-06-24 00:00:00,2025-06-25 00:00:00,2025-06-25,主板,,,41.94,41.94,41.94,,100.0,,4236300000.0,1718350000.0,51.359783653218,21.14,2.78,,,,,,,,,,,,,,,"所得款项净额约19.0%将在未来三年内用于改进公司的车服解决方案及改善公司的服务质量。所得款项净额约18.0%将在未来三年内用于提升并推出一系列定制车。所得款项净额约17.0%将在未来三年用于提升公司的技术及投资自动驾驶。所得款项净额约16.0%将在未来三年内用于扩大公司的地理覆盖范围。所得款项净额约20.0%将用于偿还若干银行借款的部分本金及利息,有关银行借款的本金分别为人民币116百万元、人民币150百万元、人民币160百万元及人民币200百万元,固定期限为一年。所得款项净额约10.0%预期将用作营运资金及其他一般公司用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,135,2025/07/21,"发售以供认购,发售以供配售",是,否,,4236.3,44178600.0,44178600.0,50805300.0,44178600.0,4417900.0,13253600.0,39760700.0,30925000.0,,,,,6626700,0,,,,,22642400,1852850484.0,1852850484.0,0.0000,134500484.0,HKD,0.0000100000,USD,,21.14,,2.78
2619.HK,,2619.HK,香江电器,香江电器,已上市180D后,,,,,,2025-06-17 00:00:00,2025-06-17 00:00:00,2025-06-20 00:00:00,2025-06-23 00:00:00,2025-06-24 00:00:00,2025-06-25 00:00:00,2025-06-25,主板,,,2.86,3.35,2.86,0.0,1000.0,,3383790000.0,155570000.0,44.444444444444,852.38,1.08,,,,,,,,,,,,,,,"约占所得款项净额的41.9%,将用于设立泰国厂房以增强全球布局。约占所得款项净额的15.8%,将用于自动化与数字化升级改造以实现可持续增长。约占所得款项净额的37.3%,将用于设立新研发中心。占所得款项净额的5.0%,将用作集团的一般营运资金。",公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,136,2025/06/24,"发售以供认购,发售以供配售",是,否,,3383.79,68220000.0,68220000.0,78453000.0,68220000.0,6822000.0,34110000.0,61398000.0,34110000.0,,,,,10233000,,,,,,30016000,195109200.0,195109200.0,0.0000,39539200.0,HKD,1.0000000000,CNY,,852.38,,1.08
2050.HK,,2050.HK,三花智控,三花智控,已上市180D后,,,,,,2025-06-13 00:00:00,2025-06-13 00:00:00,2025-06-18 00:00:00,2025-06-19 00:00:00,2025-06-20 00:00:00,2025-06-23 00:00:00,2025-06-23,主板,,,21.21,22.53,22.53,1.0,100.0,,2275720000.0,10567000000.0,41.063968691649,747.92,23.57,,,,,,,,,,,,,,,"所得款项净额约30%将用于产品组合的持续全球研发及创新,包括公司的技术、现有产品、新产品及新兴业务,以巩固公司的现有实力,并于未来三年实现持续增长。所得款项净额约30%将用于未来三年内于中国扩建及新建工厂以及提高生产自动化水平,以进一步提高公司的产能及效率。所得款项净额约25%将用于通过扩大公司的海外产能深化全球化布局,预期可使公司在未来三年内把握全球范围内的新商机,深化实施供应链本地化策略。所得款项净额约5%将用于在未来三年内加强公司的数字智能基础设施,提高供应链管理、研发、生产、质量控制、销售及运营等多项业务流程的数字化能力。所得款项净额约10%将用作营运资金及一般企业用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,137,2025/07/18,"发售以供认购,发售以供配售",是,否,,2275.72,360330000.0,414379500.0,414379500.0,476536400.0,25223100.0,109810600.0,335106900.0,304568900.0,,,,,54049500,62156900,,,,,195684000,10736365092.0,9335970135.0,1400394957.0000,169365092.0,HKD,1.0000000000,CNY,,747.92,,23.57
2609.HK,,2609.HK,佰泽医疗,佰泽医疗,已上市180D后,,,,,,2025-06-13 00:00:00,2025-06-13 00:00:00,2025-06-18 00:00:00,2025-06-19 00:00:00,2025-06-20 00:00:00,2025-06-23 00:00:00,2025-06-23,主板,,,4.22,6.75,4.22,0.0,600.0,,4090850000.0,467800000.0,26.533629638979,25.92,0.98,,,,,,,,,,,,,,,"约35.7%用于持续强化公司的肿瘤全周期医疗服务,主要通过采购医疗设备,聘请医疗专业人员。约30.6%用于在有适当机会出现时在符合以下标准的新市场收购医院:(i)人口规模较大;(ii)经济发展达到一定水平;及(iii)由于公司的专科肿瘤领域(如消化系统肿瘤、肺癌及乳腺癌)的医疗资源相对稀缺而存在需求缺口的省份及/或城市,包括但不限于公司已涉足的天津市、安徽省、山西省及河南省以及公司尚未涉足的山东省、湖北省、湖南省及浙江省。约15.3%用于扩展公司的医院管理业务,包括但不限于增强公司的信息系统及平台以及招聘运营管理专业人员。约10.2%用于升级公司的信息技术基础设施及/或系统。约8.1%用作营运资金及其他一般企业用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,138,2025/06/20,"发售以供认购,发售以供配售",是,否,,4090.85,133105800.0,133105800.0,133105800.0,133105800.0,13311000.0,16238400.0,119794800.0,116867400.0,,,,,,,,,,,35317800,561706476.0,561706476.0,0.0000,93906476.0,HKD,0.0000100000,USD,,25.92,,0.98
2617.HK,,2617.HK,药捷安康-B,药捷安康-B,已上市180D后,,,,,,2025-06-13 00:00:00,2025-06-13 00:00:00,2025-06-18 00:00:00,2025-06-13 00:00:00,2025-06-20 00:00:00,2025-06-23 00:00:00,2025-06-23,主板,,,13.15,13.15,13.15,,500.0,,6641310000.0,161340000.0,63.96178260585,3419.87,0.97,,,,,,,,,,,,,,,约90.0%将用于为公司的核心产品Tinengotinib正在进行单药治疗CCA的多区域注册III期临床试验提供资金;及约10.0%将分配用于公司的一般营运资金及一般公司用途。,散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,139,2025/06/20,"发售以供认购,发售以供配售",是,否,,6641.31,15281000.0,15281000.0,17573000.0,15281000.0,1528500.0,3057000.0,13752500.0,12224000.0,,,,,2292000,,,,,,9774000,200945150.0,200945150.0,0.0000,39605150.0,HKD,1.0000000000,CNY,,3419.87,,0.97
3288.HK,,3288.HK,海天味业,海天味业,已上市180D后,,,,,,2025-06-11 00:00:00,2025-06-11 00:00:00,2025-06-16 00:00:00,2025-06-16 00:00:00,2025-06-18 00:00:00,2025-06-19 00:00:00,2025-06-19,主板,,,35.0,36.3,36.3,1.0,100.0,,3666620000.0,10446460000.0,44.126414906286,918.15,22.93,,,,,,,,,,,,,,,"所得款项净额约20.0%将用于产品开发以及前沿技术的研发和工艺升级;所得款项净额约30.0%将用于产能扩张、采纳新技术及供应链的数字化升级;所得款项净额约20.0%将用于通过建立公司的全球品牌形象、拓展销售渠道以及提升海外供应链能力,以提升公司的全球影响力;所得款项净额约20.0%将用于增强公司的销售网络及提升其渗透能力;所得款项净额约10.0%将用作营运资金及一般企业用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,140,2025/07/17,"发售以供认购,发售以供配售",是,否,,3666.62,263237500.0,279031700.0,302723100.0,291224400.0,15794300.0,55279900.0,247443200.0,223751800.0,,,,,39485600,12192700,,,,,128580200,10571445720.0,10128850710.0,442595010.0000,124985720.0,HKD,1.0000000000,CNY,,918.15,,22.93
2605.HK,,2605.HK,元光科技,元光科技,已上市180D后,,,,,,2025-06-02 00:00:00,2025-06-02 00:00:00,2025-06-05 00:00:00,2025-06-02 00:00:00,2025-06-09 00:00:00,2025-06-10 00:00:00,2025-06-10,主板,,,9.75,9.75,9.75,,400.0,,3939340000.0,159730000.0,,274.44,2.49,,,,,,,,,,,,,,,"所得款项净额的约45%将用于增强公司的技术能力;所得款项净额的约30%将用于销售及营销工作,以增强公司的市场占有率及品牌知名度;所得款项净额的约15%将用于自2025年至2027年招募约15名人才团队,包括(i)优化现有功能并将更多AI特色融入公司现有产品的产品开发专业人才,(ii)管理及营运该等产品并监督与用户及客户互动的营运专业人员,及(iii)在公司计划扩展的产业具有专业经验的专家;所得款项净额的约10%预期将用于营运资金及一般公司用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,142,2025/06/09,"发售以供认购,发售以供配售",是,否,,3939.34,24856000.0,24856000.0,24856000.0,24856000.0,2485600.0,12428000.0,22370400.0,12428000.0,,,,,,,,,,,,242346000.0,242346000.0,0.0000,82616000.0,HKD,0.0001000000,USD,,274.44,,2.49
2573.HK,,2573.HK,新琪安,新琪安,已上市180D后,,,,,,2025-05-30 00:00:00,2025-05-30 00:00:00,2025-06-05 00:00:00,2025-06-06 00:00:00,2025-06-09 00:00:00,2025-06-10 00:00:00,2025-06-10,主板,,,18.9,20.9,18.9,0.0,200.0,,4222160000.0,164150000.0,29.990394076777,149.37,0.93,,,,,,,,,,,,,,,约21.3%用于泰国工厂的异麦芽酮糖醇生产;约55.3%用于生产海藻膳食纤维及丝氨酸;约13.4%在未来两年用于提升研发能力;约10.0%用作营运资金及一般企业用途。,公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,143,2025/06/09,"发售以供认购,发售以供配售",是,否,,4222.16,10585400.0,10585400.0,12173200.0,10585400.0,1058600.0,1662400.0,9526800.0,8923000.0,,,,,1587800,,,,,,3142800,200064060.0,200064060.0,0.0000,35914060.0,HKD,1.0000000000,CNY,,149.37,,0.93
9881.HK,,9881.HK,容大科技,容大科技,已上市180D后,,,,,,2025-05-30 00:00:00,2025-05-30 00:00:00,2025-06-05 00:00:00,2025-06-06 00:00:00,2025-06-09 00:00:00,2025-06-10 00:00:00,2025-06-10,主板,,,10.0,12.0,10.0,0.0,500.0,,6060510000.0,131200000.0,43.641304347826,275.96,0.96,,,,,,,,,,,,,,,所得款项净额约36.5%将用于进行研发活动以扩大产品组合及提高研发能力。所得款项净额约33.4%将用于增强生产效率及效益。所得款项净额约20.1%将用于扩大销售网络及国际版图。所得款项净额约10.0%用作营运资金及一般企业用途。,公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,141,2025/07/07,"发售以供认购,发售以供配售",是,否,,6060.51,18400000.0,18400000.0,21160000.0,18400000.0,1840000.0,2429000.0,16560000.0,15971000.0,,,,,2760000,0,,,,,8030000,184000000.0,184000000.0,0.0000,52800000.0,HKD,1.0000000000,CNY,,275.96,,0.96
2621.HK,,2621.HK,手回集团,手回集团,已上市180D后,,,,,,2025-05-22 00:00:00,2025-05-22 00:00:00,2025-05-27 00:00:00,2025-05-28 00:00:00,2025-05-29 00:00:00,2025-05-30 00:00:00,2025-05-30,主板,,,6.48,8.08,8.08,1.0,400.0,,3264590000.0,134220000.0,24.924461376774,990.0,1.13,,,,,,,,,,,,,,,"约60%预期将在未来60个月用于加强及优化公司的销售及营销网络以及改善公司的服务;约20%预期将在未来60个月用于提升公司的研发能力及改善公司的技术基础设施;约10%预期将用于甄选合并、收购及战略投资,包括继续寻求可补充或提升公司现有业务及对公司未来36至60个月的长远目标具有战略裨益的潜在业务;约10%预期将在未来60个月用作营运资金及一般企业用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,144,2025/06/26,"发售以供认购,发售以供配售",是,否,,3264.59,24358400.0,24358400.0,28012000.0,24358400.0,2436000.0,12179200.0,21922400.0,12179200.0,,,,,3653600,0,,,,,6071200,196815872.0,196815872.0,0.0000,62595872.0,HKD,0.0000100000,USD,,990.0,,1.13
2603.HK,,2603.HK,吉宏股份,吉宏股份,已上市180D后,,,,,,2025-05-19 00:00:00,2025-05-19 00:00:00,2025-05-22 00:00:00,2025-05-23 00:00:00,2025-05-26 00:00:00,2025-05-27 00:00:00,2025-05-27,主板,,,7.48,10.68,7.68,0.06249999999999979,500.0,,5393850000.0,415200000.0,29.804152554852,49.39,1.62,,,,,,,,,,,,,,,"约40%将用于海外市场拓展;约35%将用于公司在以下各项的技术开发(1)公司的研发能力;(2)数据分析能力,提升公司的业务效率;及(3)吉喵云,拓宽公司的收入来源;约15%将用于扩大公司的品牌组合及发展公司现有的自主开发品牌;约10%将用作营运资金及用于一般企业用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,145,2025/05/26,"发售以供认购,发售以供配售",是,否,,5393.85,67910000.0,67910000.0,67910000.0,67910000.0,6791000.0,20373000.0,61119000.0,47537000.0,,,,,,,,,,,20240000,521548800.0,521548800.0,0.0000,106348800.0,HKD,1.0000000000,CNY,,49.39,,1.62
2565.HK,,2565.HK,派格生物医药-B,派格生物医药-B,已上市180D后,,,,,,2025-05-19 00:00:00,2025-05-19 00:00:00,2025-05-22 00:00:00,2025-05-19 00:00:00,2025-05-26 00:00:00,2025-05-27 00:00:00,2025-05-27,主板,,,15.6,15.6,15.6,,500.0,,7878660000.0,231800000.0,49.703114061244,743.78,1.13,,,,,,,,,,,,,,,约50.2%用于拨付公司核心产品PB-119的商业化及适应症扩展;约34.5%用于拨付公司主要产品PB-718的进一步开发;约5.3%用于拨付公司其他管线候选产品正在进行及计划进行的研发;约1.0%将用于业务开发活动及加强公司的海外业务;约9.0%将用作公司的营运资金及其他一般公司用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,146,2025/05/26,"发售以供认购,发售以供配售",是,否,,7878.66,19283500.0,19283500.0,19283500.0,19283500.0,1928500.0,9642000.0,17355000.0,9641500.0,,,,,,,,,,,9584500,300822600.0,300822600.0,0.0000,69022600.0,HKD,1.0000000000,CNY,,743.78,,1.13
1276.HK,,1276.HK,恒瑞医药,恒瑞医药,已上市180D后,,,,,,2025-05-15 00:00:00,2025-05-15 00:00:00,2025-05-20 00:00:00,2025-05-21 00:00:00,2025-05-23 00:00:00,2025-05-23 00:00:00,2025-05-23,主板,,,41.45,44.05,44.05,1.0,200.0,,8898850000.0,11218800000.0,36.318463068596,454.85,17.09,,,,,,,,,,,,,,,约75%将用于公司的研发计划;约15%将用于在中国和海外市场建设新的生产和研发设施;约10%将用作公司的营运资金及其他一般企业用途。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,147,2025/06/19,"发售以供认购,发售以供配售",是,否,,8898.85,224519800.0,224519800.0,258197600.0,258197600.0,12348600.0,48271800.0,212171200.0,176248000.0,,,,,33677800,33677800,,,,,93773400,11373604280.0,9890097190.0,1483507090.0000,154804280.0,HKD,1.0000000000,CNY,,454.85,,17.09
