security_key,temp_code,code,name,issuer_name,lifecycle_stage,application_date,a1_date,application_status,application_status_update_date,hearing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_result_date,expected_listing_date,listing_date,board,industry,sub_industry,offer_price_low,offer_price_high,issue_price,final_price_position,board_lot,fundraising_amount_hkd,market_cap_at_ipo_hkd,net_proceeds_hkd,issue_pe,public_subscription_multiple,international_subscription_multiple,one_lot_success_rate,clawback_ratio,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_shares,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,sponsor_names,overall_coordinator_names,bookrunner_names,underwriter_names,proceeds_use,primary_signal,primary_action,data_completeness_score,next_data_action,source_files,number,result_or_latest_date_raw,offer_type,has_public_offer,is_transfer_or_intro_raw,reserved_f007,market_cap_at_ipo_hkd_mn,global_offer_shares_initial,global_offer_shares_final_base,global_offer_shares_with_oa,global_offer_shares_ex_oa_or_exercised_raw,public_offer_shares_initial,public_offer_shares_final,international_offer_shares_initial,international_offer_shares_final,placing_or_reserved_shares_initial_raw,placing_or_reserved_shares_final_raw,other_offer_shares_initial_raw,other_offer_shares_final_raw,over_allotment_option_shares,over_allotment_exercised_shares,reserved_f037,reserved_f038,sale_shares_initial_raw,sale_shares_final_raw,cornerstone_shares_from_first_issue,gross_proceeds_with_oa_hkd,gross_proceeds_base_hkd,gross_proceeds_oa_hkd,listing_expenses_hkd,offer_currency,par_value,par_value_currency,reserved_f026,public_subscription_multiple_first_issue,reserved_f051,international_subscription_multiple_first_issue
2661.HK,,2661.HK,轻松健康,轻松健康,已上市0-180D,,,,,,2025-12-15 00:00:00,2025-12-15 00:00:00,2025-12-18 00:00:00,2025-12-15 00:00:00,2025-12-22 00:00:00,2025-12-23 00:00:00,2025-12-23,主板,,,22.68,22.68,22.68,,200.0,,4581750000.0,513420000.0,18.092690278824,1421.47,2.9,,,,,,,,,,,,,,,"所得款项净额的约40.0%,将用于提升公司的品牌知名度、提高用户参与度及加强与业务合作伙伴的合作。所得款项净额的约20.0%,将用于医学研究和真实世界研究。所得款项净额的约20.0%,将用于提升公司在AI及大数据领域的技术能力,以便更广泛应用于公司的产品及服务。所得款项净额的约10.0%,将用于拓展至更多地区及海外市场。所得款项净额的约10.0%,用作营运资金及其他一般公司用途。",散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,63,2026/01/18,"发售以供认购,发售以供配售",是,否,,4581.75,26540000.0,26540000.0,30521000.0,26540000.0,2654000.0,2654000.0,23886000.0,23886000.0,,,,,3981000,0,,,,,4801800,601927200.0,601927200.0,0.0000,88507200.0,HKD,0.0001000000,USD,,1421.47,,2.9
2691.HK,,2691.HK,南华期货股份,南华期货股份,已上市0-180D,,,,,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-22,主板,,,12.0,16.0,12.0,0.0,500.0,,8080680000.0,1202950000.0,,1.91,0.99,,,,,,,,,,,,,,,约30%将用于增加公司香港经营业务的资本基础;约30%将用于增加公司于英国经营业务的资本基础;约20%将用于增加公司于美国经营业务的资本基础;约10%将用于增加公司于新加坡经营业务的资本基础;约10%将用作一般企业用途及补充公司境外经营业务的营运资金。,公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,65,2026/01/16,"发售以供认购,发售以供配售",是,否,,8080.68,107659000.0,107659000.0,123807500.0,107659000.0,10766000.0,16148500.0,96893000.0,91510500.0,,,,,16148500,0,,,,,,1291908000.0,1291908000.0,0.0000,88958000.0,HKD,1.0000000000,CNY,,1.91,,0.99
2695.HK,,2695.HK,印象大红袍,印象大红袍,已上市0-180D,,,,,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-22,主板,,,3.47,4.1,3.6,0.20634920634920637,1000.0,,4141350000.0000005,103640000.0,,3397.48,1.91,,,,,,,,,,,,,,,"占全球发售所得款项净额约23.0%,将用于升级公司的标志性演出《印象·大红袍》山水实景演出,包括根据集团于2024年12月有条件采纳的《印象大红袍实景演艺升级改造方案》进行(i)硬件检修;(ii)演出内容升级;及(iii)演出场馆检修。占全球发售所得款项净额约28.6%,将适用于(i)于2025年进一步发展印象建州美食主题街区,将其转化为一个充满活力的景点,向旅客提供现有服务项目以外的演出艺术体验。占全球发售所得款项净额约20.0%,将用于通过向现有文化旅游演出项目注入公司的管理经验和创新的运营模式,取得另一个优质文化旅游演出项目。占全球发售所得款项净额约11.0%,将用于提升品牌形象及扩大业务影响力的宣传工作,特别是提高升级后的标志性演出、新演出《月映武夷》、印象文旅小镇和茶汤酒店的知名度。占全球发售所得款项净额约7.4%,将用于升级公司的票务管理系统及软件,旨在(i)实现各业务分部服务组合和运营数据的无缝整合;(ii)于各业务分部实行实时监控,确保数据呈列一致;(iii)实现数据驱动管理和营销;及(iv)利用运营数据,为管理层决策提供意见。占全球发售所得款项净额约10.0%,将用作营运资金和其他一般企业用途。",散户极热/易拥挤,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,67,2025/12/19,"发售以供认购,发售以供配售",是,否,,4141.35,36100000.0,36100000.0,41515000.0,36100000.0,3610000.0,3610000.0,32490000.0,32490000.0,,,,,5415000,0,,,,,,129960000.0,129960000.0,0.0000,26320000.0,HKD,1.0000000000,CNY,,3397.48,,1.91
2581.HK,,2581.HK,明基医院,明基医院,已上市0-180D,,,,,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-22,主板,,,9.34,11.68,9.34,0.0,500.0,,5898900000.0,554500000.0,49.629850746269,6.28,1.28,,,,,,,,,,,,,,,约74.3%将拨作扩建及升级现有医院的资金。16.0%将拨作潜在投资及并购机会的资金。8.0%将拨作升级公司‘智慧医院’的资金。1.8%将用作营运资金及一般企业用途。,公开认购弱,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,66,2025/12/19,"发售以供认购,发售以供配售",是,否,,5898.9,67000000.0,67000000.0,67000000.0,67000000.0,6700000.0,6700000.0,60300000.0,60300000.0,,,,,,,,,,,33252000,625780000.0,625780000.0,0.0000,71280000.0,HKD,1.0000000000,USD,,6.28,,1.28
2396.HK,,2396.HK,华芢生物-B,华芢生物-B,已上市0-180D,,,,,,2025-12-12 00:00:00,2025-12-12 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-22 00:00:00,2025-12-22,主板,,,38.2,51.0,38.2,0.0,200.0,,10302880000.0,599820000.0,,791.95,6.05,,,,,,,,,,,,,,,"所得款项净额的约61.8%,将用于资助公司的核心产品Pro101-1及Pro-101-2的持续临床开发及商业化。所得款项净额的约18.8%将用于通过购买与研发及质量控制活动相关的专业设备及仪器来提升公司的研发能力。所得款项净额的约6.3%将用于支付公司核心产品以外的PDGF产品用于治疗其他适应症(如新鲜创面、压疮及放射性溃疡)的持续临床前研发的第三方服务费、研发人员费用及原材料成本。所得款项净额的约3.1%将用于支付Mes-201、Oli-101及Oli201临床前研发活动的第三方服务费、研发人员费用及原材料成本。所得款项净额的约10.0%用作营运资金及一般公司用途。",公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,64,2026/01/18,"发售以供认购,发售以供配售",是,否,,10302.88,17648800.0,17648800.0,20296000.0,17648800.0,1765000.0,1765000.0,15883800.0,15883800.0,,,,,2647200,0,,,,,,674184160.0,674184160.0,0.0000,74364160.0,HKD,1.0000000000,CNY,,791.95,,6.05
2546.HK,,2546.HK,智汇矿业,智汇矿业,已上市0-180D,,,,,,2025-12-11 00:00:00,2025-12-11 00:00:00,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-19,主板,,,4.1,4.51,4.51,1.0,1000.0,,4555480000.0,495100000.0,40.784078981895,5248.15,2.68,,,,,,,,,,,,,,,"占全球发售所得款项净额约29.2%,将用于全面提升采矿能力。占全球发售所得款项净额约23.4%,将用于增加公司在西藏采矿权范围内的探矿投资。占全球发售所得款项净额约18.7%,将用于提升选矿生产能力及优化精矿生产能力,以支持公司的可持续增长。占全球发售所得款项净额约14.0%,将用于投资及收购具有增长潜力的资产。占全球发售所得款项净额约7.7%,将于2030年之前用作营运资金及其他一般企业用途。占全球发售所得款项净额约7.0%,将于2026年之前用作偿还银行贷款。",散户极热/易拥挤,谨慎或回避一级；只做二级事件观察,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,69,2025/12/18,"发售以供认购,发售以供配售",是,否,,4555.48,121952000.0,121952000.0,121952000.0,121952000.0,12196000.0,12196000.0,109756000.0,109756000.0,,,,,,,,,,,49737000,550003520.0,550003520.0,0.0000,54903520.0,HKD,1.0000000000,CNY,,5248.15,,2.68
3881.HK,,3881.HK,希迪智驾,希迪智驾,已上市0-180D,,,,,,2025-12-11 00:00:00,2025-12-11 00:00:00,2025-12-16 00:00:00,2025-12-11 00:00:00,2025-12-18 00:00:00,2025-12-19 00:00:00,2025-12-19,主板,,,263.0,263.0,263.0,,10.0,,2656520000.0,1309030000.0,38.394927496034,22.55,2.1,,,,,,,,,,,,,,,所得款项净额中约55%将在未来五年内用于公司的研发。所得款项净额中约15%将用于提高国内外商业化能力及进一步加强公司与国内及全球客户的合作。所得款项净额中约20%将用于旨在进一步整合产业链上下游资源的潜在投资及并购机会。所得款项净额中约10%将用于营运资金及一般公司用途。,待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,68,2026/01/16,"发售以供认购,发售以供配售",是,否,,2656.52,5407980.0,5407980.0,6219170.0,5407980.0,270400.0,540800.0,5137580.0,4867180.0,,,,,811190,0,,,,,2076390,1422298740.0,1422298740.0,0.0000,113268740.0,HKD,0.1000000000,CNY,,22.55,,2.1
3887.HK,,3887.HK,HASHKEY HLDGS,HASHKEY HLDGS,已上市0-180D,,,,,,2025-12-09 00:00:00,2025-12-09 00:00:00,2025-12-12 00:00:00,2025-12-15 00:00:00,2025-12-16 00:00:00,2025-12-17 00:00:00,2025-12-17,主板,,,5.95,6.95,6.68,0.7299999999999995,400.0,,2808040000.0,1485020781.0,36.202903640484,393.71,5.46,,,,,,,,,,,,,,,"公司将拨支所得款项净额的约40.0%用于在未来三到五年内升级技术及基础设施。所得款项净额的约40.0%将在未来三到五年用于扩大营运团队、提高知名度及建立生态系统合作伙伴关系。所得款项净额的约10.0%将在未来三到五年用于进一步加强公司的营运及风险管理。所得款项净额余下约10.0%将用于营运资金及一般企业用途,为公司提供更大的财务灵活性,以支持公司的日常营运及应对不断变化的业务需求。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,70,2026/01/12,"发售以供认购,发售以供配售",是,否,,2808.04,240570000.0,240570000.0,276655200.0,241462400.0,24057200.0,24057200.0,216512800.0,216512800.0,,,,,36085200,892400,,,,,87416400,1612968832.0,1607007600.0,5961232.0000,127948051.0,HKD,0.0000100000,USD,,393.71,,5.46
2655.HK,,2655.HK,果下科技,果下科技,已上市0-180D,,,,,,2025-12-08 00:00:00,2025-12-08 00:00:00,2025-12-11 00:00:00,2025-12-08 00:00:00,2025-12-15 00:00:00,2025-12-16 00:00:00,2025-12-16,主板,,,20.1,20.1,20.1,,100.0,,2030260000.0,809750000.0,8.2510539346226,1890.73,3.63,,,,,,,,,,,,,,,"约44.0%将用于提升公司的研发能力。约19.0%将用于建设海外运营及服务网络,以支持国际化增长策略。约27.0%将用于扩大公司大型储能系统产品、工商业储能系统产品及户用储能系统产品的产能,从而有效支持公司的成长策略,并大幅降低因现有产能限制所导致的外包依存度。约10.0%将用作营运资金及作其他一般公司用途。",散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,71,2026/01/09,"发售以供认购,发售以供配售",是,否,,2030.26,33852900.0,38930800.0,38930800.0,44770400.0,3385300.0,3385300.0,30467600.0,35545500.0,,,,,5077900,5839600,,,,,3694000,899885040.0,782509080.0,117375960.0000,90135040.0,HKD,0.2000000000,CNY,,1890.73,,3.63
7618.HK,,7618.HK,京东工业,京东工业,已上市0-180D,,,,,,2025-12-03 00:00:00,2025-12-03 00:00:00,2025-12-08 00:00:00,2025-12-09 00:00:00,2025-12-10 00:00:00,2025-12-11 00:00:00,2025-12-11,主板,,,12.7,15.5,14.1,0.5,200.0,,3131260000.0,2881700000.0,43.627577193816,60.52,7.88,,,,,,,,,,,,,,,约35%的募集资金净额预计在未来48至60个月用于进一步增强公司的工业供应链能力;约25%的募集资金净额预计在未来48至60个月用于跨地域的业务扩张;约30%的募集资金净额预计将用于潜在战略投资或收购;约10%的募集资金净额预计将用于一般公司用途及营运资金需要。,公开认购强,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,72,2026/01/07,"发售以供认购,发售以供配售",是,否,,3131.26,211208800.0,211208800.0,242890000.0,215166200.0,21121000.0,21121000.0,190087800.0,190087800.0,,,,,31681200,3957400,,,,,93871800,3033843420.0,2978044080.0,55799340.0000,152143420.0,HKD,0.0000005000,USD,,60.52,,7.88
2665.HK,,2665.HK,图达通,图达通,已上市0-180D,,,,,,2025-11-12 00:00:00,,,2025-12-09 00:00:00,2025-12-09 00:00:00,,2025-12-10,主板,,,10.0,10.0,10.0,,,,,360500000.0,,,,,,,,,,,,,,,,,,(i)约60%将用于研发新激光雷达架构、硬件及软件升级;(ii)约20%将用于升级现有生产线;(iii)约10%将用于继承公司的全球扩张;及(iv)约10%将用于一般公司用途。,待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.4444444444444444,补IPO打新中签结果,港股IPO首发信息一览.csv,73,2025/12/09,发售以供配售,是,否,,,37081637.0,37081637.0,37081637.0,37081637.0,,,,,,,,,,,,,,,,370816370.0,370816370.0,0.0000,10316370.0,HKD,0.0010000000,USD,,,,
2659.HK,,2659.HK,宝济药业-B,宝济药业-B,已上市0-180D,,,,,,2025-12-02 00:00:00,2025-12-02 00:00:00,2025-12-05 00:00:00,2025-12-02 00:00:00,2025-12-09 00:00:00,2025-12-10 00:00:00,2025-12-10,主板,,,26.38,26.38,26.38,,100.0,,2664600000.0,921500000.0,20.057396529304,3526.34,6.59,,,,,,,,,,,,,,,"约53.5%将用于核心产品(包括KJ017、KJ103及SJ02)的研发及商业化。约17.7%将用于推进公司的其他现有管线产品及筹备相关登记备案。约8.4%将用于持续优化专有合成生物学技术平台,以及研究和开发新候选药物。约10.4%将用于提升及扩大生产能力。为满足商业化后对候选药物不断增长的需求,公司计划新建一条10,000L原料药生产线,以提升产能及效率,同时改善工艺稳定性、效率及质量控制。约10.0%将用作营运资金及一般公司用途。",散户极热/易拥挤,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,74,2025/12/09,"发售以供认购,发售以供配售",是,否,,2664.6,37911700.0,37911700.0,37911700.0,37911700.0,3791200.0,3791200.0,34120500.0,34120500.0,,,,,,,,,,,7604100,1000110646.0,1000110646.0,0.0000,78610646.0,HKD,0.2000000000,CNY,,3526.34,,6.59
2687.HK,,2687.HK,卓越睿新,卓越睿新,已上市0-180D,,,,,,2025-11-28 00:00:00,2025-11-28 00:00:00,2025-12-03 00:00:00,2025-12-04 00:00:00,2025-12-05 00:00:00,2025-12-08 00:00:00,2025-12-08,主板,,,62.26,76.1,67.5,0.378612716763006,100.0,,7686750000.0,393650000.0,,4813.4,2.33,,,,,,,,,,,,,,,所得款项净额的约36.7%预期将用于公司的研发。所得款项净额的约31.8%预期将用于提升公司的客户服务及支持能力。所得款项净额的约21.5%预期将用于在选定城市设立知识图谱构建中心。所得款项净额的约10.0%预期将用于营运资金及一般公司用途。,散户极热/易拥挤,可小额/选择性参与；二级等首日浮筹释放,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,76,2025/12/05,"发售以供认购,发售以供配售",是,否,,7686.75,6666700.0,6666700.0,6666700.0,6666700.0,666700.0,666700.0,6000000.0,6000000.0,,,,,,,,,,,,450002250.0,450002250.0,0.0000,56352250.0,HKD,1.0000000000,CNY,,4813.4,,2.33
2676.HK,,2676.HK,纳芯微,纳芯微,已上市0-180D,,,,,,2025-11-28 00:00:00,2025-11-28 00:00:00,2025-12-03 00:00:00,2025-12-04 00:00:00,2025-12-05 00:00:00,2025-12-08 00:00:00,2025-12-08,主板,,,,116.0,116.0,,100.0,,11716990000.0,2211300000.0,46.719084349341,25.33,2.65,,,,,,,,,,,,,,,"约18%预计将用于提升公司的底层技术能力及工艺平台。约22%预计将用于进一步丰富公司的产品组合,重点扩大汽车电子应用中的产品。约25%预计将用于扩展公司的海外销售网络及于海外市场推广公司的产品。约25%预计将用于战略投资及/或收购,以实现公司的长期增长策略。约10%预计将用于营运资金及一般企业用途。",待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6111111111111112,补IPO打新中签结果,港股IPO首发信息一览.csv,75,2026/01/02,"发售以供认购,发售以供配售",是,否,,11716.99,19068400.0,19068400.0,21928600.0,20095000.0,1906900.0,1906900.0,17161500.0,17161500.0,,,,,2860200,1026600,,,,,9388200,2331020000.0,2211934400.0,119085600.0000,119720000.0,HKD,1.0000000000,CNY,,25.33,,2.65
2408.HK,,2408.HK,遇见小面,遇见小面,已上市0-180D,,,,,,2025-11-27 00:00:00,2025-11-27 00:00:00,2025-12-02 00:00:00,2025-12-03 00:00:00,2025-12-04 00:00:00,2025-12-05 00:00:00,2025-12-05,主板,,,5.64,7.04,7.04,1.0,500.0,,3555510000.0,617000000.0,24.950058799665,425.97,4.99,,,,,,,,,,,,,,,约60.0%用于拓展餐厅网络、扩大地理覆盖范围及加深市场渗透。约10.0%用于通过升级整个餐厅网络的技术及数字系统提升公司的信息技术能力。约10.0%用于品牌建设及进一步提高客户忠诚度。约10.0%用于对中国内地上游食品加工行业潜力公司的战略投资。约10.0%用于一般公司用途及营运资金。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,77,2026/01/01,"发售以供认购,发售以供配售",是,否,,3555.51,97364500.0,97364500.0,102232500.0,97364500.0,9736500.0,9736500.0,87628000.0,87628000.0,,,,,4868000,0,,,,,24292500,685446080.0,685446080.0,0.0000,68446080.0,HKD,0.0200000000,CNY,,425.97,,4.99
2658.HK,,2658.HK,天域半导体,天域半导体,已上市0-180D,,,,,,2025-11-27 00:00:00,2025-11-27 00:00:00,2025-12-02 00:00:00,2025-11-27 00:00:00,2025-12-04 00:00:00,2025-12-05 00:00:00,2025-12-05,主板,,,58.0,58.0,58.0,,50.0,,2929240000.0,1673100000.0,9.2610698192581,60.63,2.47,,,,,,,,,,,,,,,"约62.5%预计将于未来五年内用于扩张公司的整体产能,从而提升公司的市场份额及产品竞争力;约15.1%预计将于未来五年内用于提升公司的自主研发及创新能力,以提高产品(如8英吋多层结构超高压器件材料及超级结低阻材料)质量及缩短新产品(如8英吋键合工艺)的开发周期,从而更迅速地回应市场需求;约10.8%预计将用于战略投资及╱或收购,以扩大客户群、丰富公司的产品组合及补充公司的技术,从而实现公司的长远发展策略;约2.1%预计将用于扩展公司的全球销售及市场营销网络;约9.5%预计将用于营运资金及一般企业用途。",公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.6666666666666666,补IPO打新中签结果,港股IPO首发信息一览.csv,78,2026/01/01,"发售以供认购,发售以供配售",是,否,,2929.24,30070500.0,30070500.0,34581050.0,30070500.0,3007050.0,3007050.0,27063450.0,27063450.0,,,,,4510550,0,,,,,2784850,1744089000.0,1744089000.0,0.0000,70989000.0,HKD,1.0000000000,CNY,,60.63,,2.47
