security_key,temp_code,code,name,issuer_name,lifecycle_stage,application_date,a1_date,application_status,application_status_update_date,hearing_date,prospectus_date,offer_start_date,offer_end_date,pricing_date,allotment_result_date,expected_listing_date,listing_date,board,industry,sub_industry,offer_price_low,offer_price_high,issue_price,final_price_position,board_lot,fundraising_amount_hkd,market_cap_at_ipo_hkd,net_proceeds_hkd,issue_pe,public_subscription_multiple,international_subscription_multiple,one_lot_success_rate,clawback_ratio,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_shares,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,sponsor_names,overall_coordinator_names,bookrunner_names,underwriter_names,proceeds_use,primary_signal,primary_action,data_completeness_score,next_data_action,source_files,ballot_applications_a_raw,ballot_applications_b_raw,ballot_applications_other_raw,ballot_applications_total_raw,ballot_subscription_a_raw,ballot_subscription_b_raw,ballot_subscription_other_raw,ballot_subscription_total_raw,ballot_success_a_raw,ballot_success_b_raw,ballot_success_other_raw,ballot_success_total_raw,ballot_valid_applications_a_raw,ballot_valid_applications_b_raw,ballot_valid_applications_other_raw,ballot_valid_applications_total_raw,cornerstone_shares_from_first_issue,global_offer_shares_ex_oa_or_exercised_raw,global_offer_shares_final_base,global_offer_shares_initial,global_offer_shares_with_oa,gross_proceeds_base_hkd,gross_proceeds_oa_hkd,gross_proceeds_with_oa_hkd,has_public_offer,international_offer_shares_final,international_offer_shares_initial,international_subscription_multiple_first_issue,is_transfer_or_intro_raw,listing_expenses_hkd,market_cap_at_ipo_hkd_mn,number,offer_currency,offer_type,one_lot_success_rate_pct_input,other_offer_shares_final_raw,other_offer_shares_initial_raw,over_allotment_exercised_shares,over_allotment_option_shares,par_value,par_value_currency,placing_or_reserved_shares_final_raw,placing_or_reserved_shares_initial_raw,public_offer_shares_final,public_offer_shares_initial,public_subscription_multiple_first_issue,reserved_f007,reserved_f026,reserved_f037,reserved_f038,reserved_f051,result_or_latest_date_raw,sale_shares_final_raw,sale_shares_initial_raw
9639.HK,,9639.HK,荣利营造,荣利营造,已上市180D后,,,,,,2024-09-27 00:00:00,2024-09-27 00:00:00,2024-10-04 00:00:00,2024-10-07 00:00:00,2024-10-08 00:00:00,2024-10-09 00:00:00,2024-10-09 00:00:00,主板,建筑与工程；地产建筑业,工业,0.57,0.73,0.73,1.0,5000.0,,3686820000.0,149700000.0,19.178082191781,120.6,1.14,0.25,,三一香港集团有限公司；三锋控股管理有限公司；高升集团控股有限公司,3,35000000.0,,0.19180000000000003,9.0,2025-07-09 00:00:00,产业方；上市公司关联,,,,,约45%将用于收购更多电力机械及设备；约35%将用于支付新项目的前期成本；约5%将用于新员工招聘；约5%将用于采购4S及企业资源规划系统；约10%将保留为一般营运资金。,公开认购强；基石支持；产业方；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,14821.0,77.0,0.0,14898.0,7835.0202,77.0,0.0,7912.0202,70.0,1047.0,0.0,1117.0,5455.0,11500.0,0.0,16955.0,47935000,250000000.0,250000000.0,250000000.0,287500000.0,182500000.0,0.0000,182500000.0,是,125000000.0,225000000.0,1.14,否,32800000.0,3686.82,188,HKD,"发售以供认购,发售以供配售",25.0,,,0,37500000,0.0100000000,HKD,,,125000000.0,25000000.0,120.6,,,,,,2024/10/08,,
2576.HK,,2576.HK,太美医疗科技,太美医疗科技,已上市180D后,,,,,,2024-09-27 00:00:00,2024-09-27 00:00:00,2024-10-03 00:00:00,2024-10-04 00:00:00,2024-10-07 00:00:00,2024-10-08 00:00:00,2024-10-08 00:00:00,主板,资讯科技业,信息技术,10.0,13.0,13.0,1.0,200.0,,2626220000.0,259500000.0,,156.33,2.58,0.0269,,,,0.0,,0.0,,,,,,,,约35%将用于优化并升级TrialOS平台及PharmaOS平台及其各自的云端软件及数字化服务；约30%将用于提升公司的核心技术及研发能力；约10%将用于强化公司的销售及营销能力；约15%将用于选择性地寻求公司认为将能扩充公司现有产品及服务品类、扩大客户基础及提升技术能力的战略投资及收购；约10%将用于营运资金及一般企业用途。,公开认购强；一手中签偏低,可小额/选择性参与；二级等首日浮筹释放,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,25269.0,186.0,0.0,25455.0,7614.2975,186.0,0.0,7800.2975,233.0,2268.0,0.0,2501.0,9265.0,32354.0,0.0,41619.0,,25779000.0,25779000.0,22416600.0,26283400.0,335127000.0,0.0000,335127000.0,是,12889400.0,20174800.0,2.58,否,75627000.0,2626.22,189,HKD,"发售以供认购,发售以供配售",2.69,,,0,3866800,1.0000000000,CNY,,,12889600.0,2241800.0,156.33,,,,,,2024/11/03,,
2549.HK,,2549.HK,卡罗特,卡罗特,已上市180D后,,,,,,2024-09-23 00:00:00,2024-09-23 00:00:00,2024-09-26 00:00:00,2024-09-27 00:00:00,2024-09-30 00:00:00,2024-10-02 00:00:00,2024-10-02 00:00:00,主板,家用电器；非必需性消费,非日常生活消费品,5.72,5.78,5.78,1.0,500.0,,2919140000.0,802360000.0,36.280929266298,1347.27,7.91,0.15,,MPC VII Pte. Ltd；YSC Go (BVI) Limited,2,313180000.0,,0.4172,6.0,2025-04-02 00:00:00,长线基金,,,,,"约35%预期将用于寻求收购及投资机遇；约25%预期将用于产品研发；约20%预期将用于扩张销售渠道,包括(i)与更多线上平台合作以增加公司在主要市场的市场份额;(ii)投资于有针对性的营销举措以提高品牌知名度;及(iii)组建及扩充本地运营团队,以支持市场整合和扩张；约10%预期将用于ESG相关投资；约10%预期将用作营运资金及其他一般公司用途。",散户极热/易拥挤；一手中签偏低；基石支持；长线基金,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,50883.0,5919.0,0.0,56802.0,28930.1495,5919.0,0.0,34849.1495,65.0,95.0,0.0,160.0,8455.0,44786.0,0.0,53241.0,54183000,149344000.0,129864500.0,129864500.0,149344000.0,750616810.0,112591510.0000,863208320.0,是,64932000.0,116878000.0,7.91,否,60848320.0,2919.14,190,HKD,"发售以供认购,发售以供配售",15.0,,,19479500,19479500,0.0005000000,USD,,,64932500.0,12986500.0,1347.27,,,,,,2024/10/28,,
0300.HK,,0300.HK,美的集团,美的集团,已上市180D后,,,,,,2024-09-09 00:00:00,2024-09-09 00:00:00,2024-09-12 00:00:00,2024-09-13 00:00:00,2024-09-16 00:00:00,2024-09-17 00:00:00,2024-09-17 00:00:00,主板,家用电器；非必需性消费,非日常生活消费品,52.0,54.8,54.8,1.0,100.0,,5535270000.0,35282500000.0,27.507854607821,5.31,8.06,1.0,,"中远海运控股(香港)有限公司；Splendor Achieve Limited；Supercluster Universe Limited；UBS Asset Management (Singapore) Ltd.；Golden Link Worldwide Limited；中国国有企业结构调整基金二期股份有限公司；睿远基金；大家人寿保险股份有限公司；HCEP Master Fund；CPE Investment XVI Limited；Metazone Link (HK) Limited；Jump Trading Pacific Pte. Ltd.；MY Asian Opportunities Master Fund, L.P.；Enreal Asset Management Limited；Pamalican Fund Ltd；Athos Capital Limited；中邮理财有限责任公司；Vanguard Focus Limited",18,9810991960.0,,0.3165,6.0,2025-03-17 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,"募集资金净额的约20%,预期在未来一至三年将用于公司的全球科技研发;募集资金净额的约35%,预期在未来一至四年将用于智能制造体系及供应链管理升级的持续投入;募集资金净额的约35%,预期在未来一至五年将用于完善全球分销渠道和销售网络,以及提高自有品牌的海外销售;募集资金净额的约10%,预期将用于运营资金及一般公司用途。",公开认购弱；基石支持；产业方；长线基金；主权/国资；上市公司关联,中性观察；等待暗盘、首日成交和发行价支撑确认,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,13539.0,178.0,0.0,13717.0,13539.0,178.0,0.0,13717.0,1513.0,56878.0,0.0,58391.0,4995.0,418034.0,0.0,423029.0,179032700,650848500.0,565955300.0,492135100.0,565955300.0,31014350440.0,4652147360.0000,35666147360.0,是,537657500.0,467528300.0,8.06,否,383647360.0,5535.27,191,HKD,"发售以供认购,发售以供配售",100.0,,,84893200,73820200,1.0000000000,CNY,,,28297800.0,24606800.0,5.31,,,,,,2024/10/14,5083400,46752800
8629.HK,,8629.HK,集信国控,集信国控,已上市180D后,,,,,,2024-08-26 00:00:00,2024-08-26 00:00:00,2024-09-03 00:00:00,2024-09-04 00:00:00,2024-09-05 00:00:00,2024-09-05 00:00:00,2024-09-06 00:00:00,创业板,地产建筑业,工业,8.6,10.4,9.9,0.7222222222222223,500.0,,5252440000.0,59400000.0,,14.33,1.03,0.10060000000000001,,,,0.0,,0.0,,,,,,,,"所得款项净额约11,430.21千元人民币将用于扩充建设工程检测服务,以取得《建设工程质量检测机构资质标准》项下的综合资质并加强公司现有的建设工程检测检验服务;所得款项净额约5,602.7千元人民币将用于巩固公司在茂名的现有市场地位,拓展公司的服务范围至粤西的三线至五线城市;所得款项净额约18,027.12千元人民币将用于使公司的检测检验服务多元化,不仅限于建设工程,更扩展至食品及农业、交通及消防等领域;所得款项净额约1,957.2千元人民币将用于升级公司的ERP系统;所得款项净额约465.79千元人民币将用于一般运营资金。",一手中签偏低,中性观察；等待暗盘、首日成交和发行价支撑确认,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,2476.0,4.0,0.0,2480.0,840.1302,4.0,0.0,844.1302,78.0,254.0,0.0,332.0,4155.0,1018.0,0.0,5173.0,,10179000.0,10179000.0,10179000.0,10179000.0,100772100.0,0.0000,100772100.0,是,9161000.0,9161000.0,1.03,否,41372100.0,5252.44,192,HKD,"发售以供认购,发售以供配售",10.06,,,,,1.0000000000,CNY,,,1018000.0,1018000.0,14.33,,,,,,2025/12/31,,
2410.HK,,2410.HK,同源康医药-B,同源康医药-B,已上市180D后,,,,,,2024-08-12 00:00:00,2024-08-12 00:00:00,2024-08-15 00:00:00,2024-08-12 00:00:00,2024-08-19 00:00:00,2024-08-20 00:00:00,2024-08-20 00:00:00,主板,制药；医疗保健业,医疗保健,12.1,12.1,12.1,,500.0,,6111010000.0,506310000.0,35.505430242272,2.29,1.01,0.4788,,长兴兴长产业投资合伙企业(有限合伙),1,205700000.0,,0.35509999999999997,6.0,2025-02-20 00:00:00,产业方；长线基金；主权/国资,,,,,70.0%将用于公司核心产品(即TY-9591)的研究、开发及商业化;20.0%将用于公司其他候选产品的研发;3.0%将用于潜在的战略收购、投资、许可或合作机会;7.0%将用于营运资金及其他一般公司用途。,公开认购弱；基石支持；产业方；长线基金；主权/国资,中性观察；等待暗盘、首日成交和发行价支撑确认,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,970.0,4.0,0.0,974.0,644.9756,4.0,0.0,648.9756,1170.0,4788.0,0.0,5958.0,3015.0,10000.0,0.0,13015.0,17000000,47880000.0,47880000.0,47880000.0,47880000.0,579348000.0,0.0000,579348000.0,是,43092000.0,43092000.0,1.01,否,73038000.0,6111.01,193,HKD,"发售以供认购,发售以供配售",47.88,,,,,1.0000000000,CNY,,,4788000.0,4788000.0,2.29,,,,,,2024/08/19,,
2533.HK,,2533.HK,黑芝麻智能,黑芝麻智能,已上市180D后,,,,,,2024-07-31 00:00:00,2024-07-31 00:00:00,2024-08-05 00:00:00,2024-08-06 00:00:00,2024-08-07 00:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,主板,电子元件；资讯科技业,信息技术,28.0,30.3,28.0,0.0,100.0,,3060550000.0,950800000.0,7.4466312741313,2.52,1.05,1.0,,启城发展有限公司；Joyson Electronic USA LLC,2,77147100.0,,0.0738,6.0,2025-02-08 00:00:00,产业方；上市公司关联,,,,,"约80.0%将在未来五年间用于公司的研发。约10.0%将用于提高公司的商业化能力。约10.0%将用于营运资金及一般公司用途,尤其是采购SoC量产的存货。",公开认购弱；产业方；上市公司关联,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,3295.0,1.0,0.0,3296.0,3295.0,1.0,0.0,3296.0,1419.0,2000.0,0.0,3419.0,6115.0,2000.0,0.0,8115.0,2731100,37000000.0,37000000.0,37000000.0,42550000.0,1036000000.0,0.0000,1036000000.0,是,35150000.0,35150000.0,1.05,否,85200000.0,3060.55,194,HKD,"发售以供认购,发售以供配售",100.0,,,0,5550000,0.0001000000,USD,,,1850000.0,1850000.0,2.52,,,,,,2024/09/04,,
1471.HK,,1471.HK,众淼控股,众淼控股,已上市180D后,,,,,,2024-07-29 00:00:00,2024-07-29 00:00:00,2024-08-01 00:00:00,2024-08-02 00:00:00,2024-08-05 00:00:00,2024-08-06 00:00:00,2024-08-06 00:00:00,主板,保险经纪商；金融业,金融,7.0,10.2,7.0,0.0,500.0,,5151440000.0,195830000.0,18.696883852691,16.07,0.98,0.5,,洪泰国际三号有限合伙基金；The Reynold Lemkins Group (Asia) Limited,2,46200000.0,,0.18710000000000002,6.0,2025-02-06 00:00:00,产业方；长线基金；主权/国资,,,,,"约53.8%将于上市后三年内用于发展公司的保险代理业务;约26.2%将于上市后五年内用于提升公司的IT服务产品及研发能力;约10.0%将用于在保险中介及金融科技行业寻求审慎投资及收购能与公司现有业务互补或产生协同效应的两至三家目标公司,以进一步加快公司的业务发展及增强公司的竞争力;及约10.0%将用于一般营运资金及一般企业用途。",基石支持；产业方；长线基金；主权/国资,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,4677.0,0.0,0.0,4677.0,4677.0,0.0,0.0,4677.0,1634.0,0.0,0.0,1634.0,7410.0,0.0,0.0,7410.0,6604500,35300000.0,35300000.0,35300000.0,40595000.0,247100000.0,0.0000,247100000.0,是,30943000.0,31770000.0,0.98,否,51270000.0,5151.44,195,HKD,"发售以供认购,发售以供配售",50.0,,,0,5295000,1.0000000000,CNY,,,4357000.0,3530000.0,16.07,,,,,,2024/09/05,,
2531.HK,,2531.HK,广联科技控股,广联科技控股,已上市180D后,,,,,,2024-06-28 00:00:00,2024-06-28 00:00:00,2024-07-10 00:00:00,2024-07-11 00:00:00,2024-07-12 00:00:00,2024-07-15 00:00:00,2024-07-15 00:00:00,主板,信息科技咨询与其它服务；资讯科技业,信息技术,4.7,5.3,4.7,0.0,500.0,,2676720000.0,230270000.0,29.438679245283,2.49,1.06,1.0,,惠州市国惠联股权投资基金合伙企业(有限合伙),1,87998100.0,,0.2944,6.0,2025-01-15 00:00:00,产业方；长线基金；主权/国资,,,,,"约37.3%将用作提升公司的研发能力,特别是将所得款项净额用于以下研发计划(1)为公司的SaaS营销及管理服务开发创新功能;(2)增强公司算法建模的能力;(3)升级现有车载硬件产品;(4)增强公司产品及服务的云原生技术;及(5)加强对云基础设施的投资;约32.7%将用作将公司的服务范围扩大至汽车行业产业链上的其他参与者,特别是将所得款项净额用于以下用途(1)提高公司的产品及服务对4S店的渗透率;(2)扩展公司对保险公司的服务;(3)将公司的服务扩展至汽车制造商;约20.0%将用作寻求潜在战略投资及合作机会;具体而言,公司预期收购行业上下游的少数股权或与上下游合作,例如收购先进汽车硬件制造商的少数股权,或寻求与4S店集团或汽车制造商的合作机会;约10.0%将用作营运资金及一般企业用途。",公开认购弱；基石支持；产业方；长线基金；主权/国资,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,2611.0,2.0,0.0,2613.0,2611.0,2.0,0.0,2613.0,895.0,2000.0,0.0,2895.0,4215.0,2000.0,0.0,6215.0,18723000,63600000.0,63600000.0,63600000.0,63600000.0,298920000.0,0.0000,298920000.0,是,57240000.0,57240000.0,1.06,否,68650000.0,2676.72,196,HKD,"发售以供认购,发售以供配售",100.0,,,,,0.0001000000,USD,,,6360000.0,6360000.0,2.49,,,,,,2024/07/12,,
2507.HK,,2507.HK,西锐,西锐,已上市180D后,,,,,,2024-06-28 00:00:00,2024-06-28 00:00:00,2024-07-09 00:00:00,2024-07-10 00:00:00,2024-07-11 00:00:00,2024-07-12 00:00:00,2024-07-12 00:00:00,主板,航天航空与国防；工业,工业,27.34,28.0,27.5,0.2424242424242426,100.0,,2828240000.0,1396020000.0,56.244650207631,1.56,1.57,1.0,,太仓高新科创发展有限公司；常熟东南产业投资有限公司；无锡建发新投空天投资合伙企业(有限合伙)；中国国有企业结构调整基金二期股份有限公司；无锡金投联盈产业投资合伙企业(有限合伙),5,851094750.0,,0.5640000000000001,6.0,2025-01-12 00:00:00,产业方；长线基金；主权/国资；上市公司关联,,,,,"约30%将用于进一步推动公司的产品组合、现有产品、特性及功能,以及延长公司产品组合的生命周期。约30%将用于提升公司的生产效率及产能。约30%将用于为提升及扩展服务、销售及支持公司生态系统内提供的产品与服务提供资金。约10%将用于公司的一般营运资金及其他一般企业用途,以支持公司的业务运营及增长。",公开认购弱；基石占比高；产业方；长线基金；主权/国资；上市公司关联,中性观察；等待暗盘、首日成交和发行价支撑确认,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,4789.0,6.0,0.0,4795.0,4789.0,6.0,0.0,4795.0,2646.0,18000.0,0.0,20646.0,6169.0,18000.0,0.0,24169.0,30948900,55025500.0,54875900.0,54875900.0,64341900.0,1509087250.0,4114000.0000,1513201250.0,是,49388300.0,49388300.0,1.57,否,117181250.0,2828.24,197,HKD,"发售以供认购,发售以供配售",100.0,,,149600,9466000,0.5000000000,USD,,,5487600.0,5487600.0,1.56,,,,,,2024/08/08,,
2495.HK,,2495.HK,声通科技,声通科技,已上市180D后,,,,,,2024-06-28 00:00:00,2024-06-28 00:00:00,2024-07-05 00:00:00,2024-06-28 00:00:00,2024-07-09 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,主板,互联网服务和基础设施；资讯科技业,信息技术,152.1,152.1,152.1,,20.0,,3072670000.0,583300000.0,40.640622371198,3.51,1.24,0.3486,,武汉光通共赢企业管理合伙企业(有限合伙)；江苏江控投资有限公司,2,276000000.0,,0.40199999999999997,6.0,2025-01-10 00:00:00,产业方；长线基金,,,,,"约60.0%将用于加强对公司关键技术的基础研究,完善标准化解决方案的开发,迭代推出适用于更多业务场景的多样化商业化应用及功能。约20.0%将用于扩展公司提供的解决方案、建立公司的品牌及提升公司的商业化能力。约10.0%将用于寻求海内外的战略投资和收购机会,从而实施公司的长期增长战略,以优化公司的解决方案,扩展及渗透公司所涵盖的终端客户行业。约10.0%将用于一般企业用途。",公开认购弱；基石支持；产业方；长线基金,中性观察；等待暗盘、首日成交和发行价支撑确认,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,2723.0,11.0,0.0,2734.0,1681.9298,11.0,0.0,1692.9298,1663.0,4333.0,0.0,5996.0,5515.0,16414.0,0.0,21929.0,1754860,4464980.0,4365660.0,4365660.0,5020500.0,664016886.0,15106572.0000,679123458.0,是,3929080.0,3929080.0,1.24,否,95823458.0,3072.67,199,HKD,"发售以供认购,发售以供配售",34.86,,,99320,654840,1.0000000000,CNY,,,436580.0,436580.0,3.51,,,,,,2024/08/04,,
1334.HK,,1334.HK,瑞昌国际控股,瑞昌国际控股,已上市180D后,,,,,,2024-06-28 00:00:00,2024-06-28 00:00:00,2024-07-05 00:00:00,2024-07-08 00:00:00,2024-07-09 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,主板,石油天然气设备与服务；能源业,能源,1.05,1.39,1.05,0.0,2500.0,,3510050000.0,62000000.0,44.021325209444,19.24,0.97,0.20010000000000003,,黄山建投私募基金管理有限公司；黄山市诚合新业股权投资合伙企业(有限合伙)；Emsdom Limited,3,57800000.0,,0.4404,6.0,2025-01-10 00:00:00,产业方；长线基金；主权/国资,,,,,约73.0%将会用作为建设新生产设施提供部分资金。约17.5%将会用于提升公司的设计和研发能力。约9.5%将会用作一般营运资金及一般企业用途。,基石支持；产业方；长线基金；主权/国资,可小额/选择性参与；二级等首日浮筹释放,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,5531.0,6.0,0.0,5537.0,2311.1105,6.0,0.0,2317.1105,153.0,1139.0,0.0,1292.0,10646.0,4000.0,0.0,14646.0,55045000,125000000.0,125000000.0,125000000.0,143750000.0,131250000.0,0.0000,131300000.0,是,109325000.0,112500000.0,0.97,否,69300000.0,3510.05,198,HKD,"发售以供认购,发售以供配售",20.01,,,0,18750000,0.0000100000,USD,,,15675000.0,12500000.0,19.24,,,,,,2024/08/05,,
9680.HK,,9680.HK,如祺出行,如祺出行,已上市180D后,,,,,,2024-06-28 00:00:00,2024-06-28 00:00:00,2024-07-05 00:00:00,2024-07-08 00:00:00,2024-07-09 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,主板,信息科技咨询与其它服务；非必需性消费,信息技术,34.0,45.4,35.0,0.08771929824561404,100.0,,4585790000.0,969200000.0,77.072049424473,0.6,1.17,1.0,,广州汽车工业集团有限公司；Voyager Group Inc.；WeRide Inc.；香港小马智行有限公司,4,809386000.0,,0.7706999999999999,12.0,2025-07-10 00:00:00,产业方；长线基金；主权/国资,,,,,约40%预期将用于自动驾驶及Robotaxi运营服务研发活动；约20%预期将用于公司出行服务产品升级及运营效率提升；约20%预期将用于在公司实施地域扩张战略过程中扩大用户群、提高品牌知名度及提升市场份额；约10%预期将用于在出行行业价值链中建立战略合作伙伴关系、投资及收购，以更丰富及更优质的服务产品矩阵优化用户体验、改善经营业绩、增加市场渗透及巩固行业领导地位；约10%预期将用作营运资金及一般公司用途。,公开认购弱；基石占比高；产业方；长线基金；主权/国资,中性观察；等待暗盘、首日成交和发行价支撑确认,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,1465.0,2.0,0.0,1467.0,1465.0,2.0,0.0,1467.0,2715.0,2000.0,0.0,4715.0,2715.0,2000.0,0.0,4715.0,23122600,30004800.0,30004800.0,30004800.0,30004800.0,1050168000.0,0.0000,1050168000.0,是,28200500.0,27004300.0,1.17,否,80968000.0,4585.79,200,HKD,"发售以供认购,发售以供配售",100.0,,,,,0.0005000000,USD,,,1804300.0,3000500.0,0.6,,,,,,2024/07/09,,
6086.HK,,6086.HK,方舟健客,方舟健客,已上市180D后,,,,,,2024-06-28 00:00:00,2024-06-28 00:00:00,2024-07-04 00:00:00,2024-07-05 00:00:00,2024-07-08 00:00:00,2024-07-09 00:00:00,2024-07-09 00:00:00,主板,医疗保健业,日常消费品,7.6,8.36,8.18,0.7631578947368424,500.0,,4222160000.0,67090000.0,,16.63,1.66,0.4004,,,,0.0,,0.0,,,,,,,,约67.4%将于未来三至五年用于拓展业务。约16.0%于未来五年将用于研发活动。约11.6%将用于公司对线上慢性疾病管理行业价值链中的其他利益相关者的潜在投资和收购或战略联盟。约5.0%将用作公司的运营资金及一般公司用途。,待补关键发行结构,中性观察；等待暗盘、首日成交和发行价支撑确认,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,4368.0,3.0,0.0,4371.0,4368.0,3.0,0.0,4371.0,1868.0,2459.0,0.0,4327.0,7041.0,3780.0,0.0,10821.0,,23800000.0,23800000.0,23800000.0,27370000.0,194684000.0,0.0000,194680000.0,是,16660000.0,21420000.0,1.66,否,127590000.0,4222.16,201,HKD,"发售以供认购,发售以供配售",40.04,,,0,3570000,0.0000200000,USD,,,7140000.0,2380000.0,16.63,,,,,,2024/08/05,,
6657.HK,,6657.HK,百望股份,百望股份,已上市180D后,,,,,,2024-06-28 00:00:00,2024-06-28 00:00:00,2024-07-04 00:00:00,2024-07-05 00:00:00,2024-07-08 00:00:00,2024-07-09 00:00:00,2024-07-09 00:00:00,主板,信息科技咨询与其它服务；资讯科技业,信息技术,36.0,40.0,36.0,0.0,100.0,,4040350000.0,228870000.0,77.977386557898,6.58,1.04,0.40009999999999996,,江苏原力产业投资有限公司,1,260000000.0,,0.7798,6.0,2025-01-09 00:00:00,产业方；长线基金；主权/国资,,,,,"约31.5%将用于升级及增强公司解决方案的功能及特性,并进一步扩展公司的解决方案组合。约29.4%将用于提升研发能力。约19.3%将用于发展公司的销售及营销计划。约11.5%将用于公司的业务协同,并有选择地寻求与公司的业务互补或协同的战略投资及收购机会,以扩大公司现有的产品及服务类型、提高公司的技术能力及提升公司对客户的价值主张。约8.3%将用作营运资金及其他一般企业用途。",公开认购弱；基石占比高；产业方；长线基金；主权/国资,中性观察；等待暗盘、首日成交和发行价支撑确认,0.9444444444444444,补暗盘/孖展/二级行情用于交易路径回测,港股IPO基石投资者.csv；港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,3804.0,5.0,0.0,3809.0,2332.9747,5.0,0.0,2337.9747,268.0,2177.0,0.0,2445.0,5215.0,4000.0,0.0,9215.0,7222200,9262000.0,9262000.0,9262000.0,10651300.0,333432000.0,0.0000,333430000.0,是,8335800.0,8335800.0,1.04,否,104560000.0,4040.35,202,HKD,"发售以供认购,发售以供配售",40.01,,,0,1389300,1.0000000000,CNY,,,926200.0,926200.0,6.58,,,,,,2024/08/04,,
2545.HK,,2545.HK,中赣通信,中赣通信,已上市180D后,,,,,,2024-06-21 00:00:00,2024-06-21 00:00:00,2024-06-27 00:00:00,2024-06-28 00:00:00,2024-07-02 00:00:00,2024-07-03 00:00:00,2024-07-03 00:00:00,主板,电讯业,通讯业务,1.13,1.25,1.25,1.0,2000.0,,2525210000.0,151270000.0,,195.99,1.5,0.7001000000000001,,,,0.0,,0.0,,,,,,,,约22.55%将用于支付有关潜在集成解决方案服务项目的前期成本；约34.95%将用于增强研发能力；约27.77%将用于偿还银行借款；约14.73%将用于一般营运资金。,公开认购强,中性观察；等待暗盘、首日成交和发行价支撑确认,0.8888888888888888,补基石投资者明细,港股IPO打新中签结果.csv；港股IPO首发信息一览.csv,14115.0,130.0,0.0,14245.0,12534.8269,130.0,0.0,12664.8269,57.0,996.0,0.0,1053.0,15265.0,18300.0,0.0,33565.0,,160000000.0,160000000.0,160000000.0,184000000.0,200000000.0,0.0000,200000000.0,是,80000000.0,144000000.0,1.5,否,48730000.0,2525.21,204,HKD,"发售以供认购,发售以供配售",70.01,,,0,24000000,0.1000000000,HKD,,,80000000.0,16000000.0,195.99,,,,,,2025/05/12,,
