p05309_f001,p05309_f002,p05309_f003,p05309_f016,p05309_f004,p05309_f017,p05309_f005,p05309_f018,p05309_f006,p05309_f019,p05309_f009,p05309_f008,p05309_f011,p05309_f014,p05309_f010,p05309_f015,p05309_f012,p05309_f013
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Eastspring Investments (Singapore) Limited,"Eastspring Investments (Singapore) Limited(‘Eastspring’)成立于1994年,总部位于新加坡,在亚洲拥有逾30年的投资专业知识。Eastspring的最终100%股权由保诚有限公司持有,保诚有限公司为一家上市公司,于香港联合交易所(HKEX:2378)及伦敦证券交易所(LSE:PRU)进行双重第一上市,于新加坡证券交易所(SGX: K6S)进行第二上市,并以美国存托凭证形式于纽约证券交易所(NYSE: PUK)上市。",保诚有限公司,"保诚有限公司为一家上市公司,于香港联合交易所(HKEX:2378)及伦敦证券交易所(LSE:PRU)进行双重第一上市,于新加坡证券交易所(SGX: K6S)进行第二上市,并以美国存托凭证形式于纽约证券交易所(NYSE: PUK)上市。",3971200,77836000.0000,HKD,1.3900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Charoen Pokphand Robot Limited,"Charoen Pokphand Robot Limited(‘Charoen Pokphand’)为于香港注册成立的投资控股公司,属有限责任公司,最终由Cheng Cheung Ling女士及Tse Eric S Y先生各持有50%权益。",Cheng Cheung Ling女士及Tse Eric S Y先生,,3971200,77836000.0000,HKD,1.3900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,泰康人寿保险有限责任公司,"泰康人寿保险有限责任公司(‘泰康人寿’)是一家于中国注册成立的公司,为泰康保险集团股份有限公司的全资附属公司。泰康人寿为个人及家庭提供全方位的人身保障和投资理财产品与服务。所提供的产品能满足不同市场区隔的客户需求,例如儿童与青少年、女性及高收入族群等客群。同时亦能满足客户在医疗保健与意外保障、退休金规划及财富管理等多维度的需求。",泰康保险集团股份有限公司,"泰康保险集团股份有限公司为一家专注于保险、资管、医养三大核心业务的保险金融头部企业。泰康保险集团总部位于北京,旗下拥有泰康人寿、泰康资产、泰康养老、泰康医疗、泰康健康、泰康线上等公司。业务范围涵盖人寿保险、互联网财险、企业年金、资产管理、医疗养老、健康管理、商业不动产等多个领域。",3971200,77836000.0000,HKD,1.3900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Aspirational China Growth GP Limited,"Aspirational China Growth GP Limited(‘Aspirational China Growth’)是一家于开曼群岛注册成立的公司,由Huihui Li(独立第三方)持有95%的股权。AspirationalChina Growth在亚洲高科技与消费投资领域具有丰富经验。其主要投资于包括AI相关行业、快消、化妆品、服装和宠物护理等领域的高价值公司。",Huihui Li,,3971200,77836000.0000,HKD,1.3900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,UBS Asset Management (Singapore) Ltd.,"UBS Asset Management (Singapore) Ltd.(‘UBS AM Singapore’)为一家于1993年12月于新加坡注册成立的公司。UBS AM Singapore为UBS Asset Management AG的全资附属公司,UBS Asset Management AG为一家投资管理公司,由UBS Group AG全资最终拥有,而UBS Group AG为一家根据瑞士法律组建的公司,且已向投资者发行普通股股份。",UBS Group AG,UBS Group AG的股份于瑞士证券交易所(股份代号:UBSG)及纽约证券交易所(股份代号:UBS)上市。,3971200,77836000.0000,HKD,1.3900,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,国泰君安证券投资(香港)有限公司,"国君香港为一家在香港注册成立的公司,主要业务为交易及投资类业务,为国泰海通的间接全资附属公司,国泰海通的股份于上海证券交易所(股票代码:601211)及香港联合交易所(股份代号:2611)双重上市。",国泰海通证券股份有限公司,国泰海通的股份于上海证券交易所(股票代码:601211)及香港联合交易所(股份代号:2611)双重上市。,3176800,62268800.0000,HKD,1.1200,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,南方基金管理股份有限公司,"南方基金管理有限公司于1998年3月6日经中国证券监督管理委员会批准在中国成立,并于2018年1月4日改制为股份有限公司,更名南方基金管理股份有限公司(‘南方基金’)。南方基金总部位于深圳。南方基金的股东包括但不限于:(i)华泰证券股份有限公司(持有南方基金的41.16%股权),其股份于香港联合交易所(股份代号:6886.HK)、上海证券交易所(股票代码:601688.SH)及伦敦证券交易所(股份代号:HTSC.UK)上市;及(ii)兴业证券股份有限公司(持有南方基金的9.15%股权),其股份于上海证券交易所(股票代码:601377.SH)上市。概无其他股东持有南方基金的30%或以上股权。",华泰证券股份有限公司,其股份于香港联合交易所(股份代号:6886.HK)、上海证券交易所(股票代码:601688.SH)及伦敦证券交易所(股份代号:HTSC.UK)上市。,3176800,62268800.0000,HKD,1.1200,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,亿都开元有限公司,"亿都开元有限公司(‘Yeebo’)于香港注册成立,主要业务为投资控股及资讯科技服务。该公司由百慕达注册成立的投资控股公司亿都(国际控股)有限公司(其股份于香港联合交易所有限公司上市(股份代号:259))全资拥有。",亿都(国际控股)有限公司,"亿都(国际控股)有限公司主要从事投资控股业务,而该集团主要从事(i)制造及销售液晶显示器(LCD)、液晶显示器模组(LCM)、薄膜电晶体模组(TFT)及电容式触控面板模组(CTP);及(ii)提供AI运算及相关服务。",2581200,50593400.0000,HKD,0.9100,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,New Opportunities SPC,"New Opportunities SPC为一家于开曼群岛注册成立的获豁免有限责任公司,并注册为独立投资组合公司及代表Initial Growth SP行事。华福国际(香港)金融控股有限公司为New Opportunities SPC – Initial Growth SP的100%参与股东。华福国际(香港)金融控股有限公司由华福证券有限责任公司(一家根据中国法律成立的公司)持有100%。华福证券有限责任公司由福建省金融投资有限责任公司拥有46.72%并由福建省投资开发集团有限责任公司拥有27%,福建省金融投资有限责任公司及福建省投资开发集团有限责任公司均由福建省人民政府最终全资拥有。",福建省人民政府,,1985600,38918000.0000,HKD,0.7000,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Enhanced Investment Products Limited,"Enhanced Investment Products Limited(‘EIP’)为于香港成立并受香港证券及期货事务监察委员会监管的基金管理公司,专责管理离岸私募投资基金,为机构及私人专业投资者进行资产配置。EIP创立于2002年,透过多元化投资策略为投资者创造稳定且可持续的长期回报。EIP的多数股权由Vectis Trust持有,该信托乃易亚投资创办人Tobias Bland作为委托人设立的酌情信托,旨在惠及其家族成员。EIP并无其他持股达30%或以上的投资者。",Tobias Bland,,1985600,38918000.0000,HKD,0.7000,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Tessy Holding Limited,"Tessy Holding Limited为一家于英属维尔京群岛注册成立的有限责任公司,主要从事股权投资业务。该公司由六名独立第三方拥有,其中任何一方均未持有Tessy Holding Limited的30%或以上股份。经Tessy Holding Limited确认,该公司并无最终实益拥有人。",,,1985600,38918000.0000,HKD,0.7000,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,富国基金管理有限公司,"富国基金为于1999年4月于中国成立的基金管理公司,属中国证监会等监管机构首批核发全面牌照、获准在中国境内提供资产管理服务的十家基金管理公司之一。富国基金注册资本为人民币520百万元,主要业务范围涵盖为国内外客户提供传统基金管理服务、募资、基金销售及资产管理解决方案。富国基金为中国相关主管机关核准的合资格境内机构投资者,亦是中国首批十家基金管理公司中首家外商持股的基金管理公司。富国基金所管理拟认购发售股份的相关基金均为已在中国证监会注册的开放式公开募集证券投资基金。富国基金的股东包括(i)国泰海通证券股份有限公司,持有富国基金的27.775%股权;(ii)申万宏源证券有限公司,持有富国基金的27.775%股权;(iii) Bank of Montreal,持有富国基金的27.775%权益;及(iv)山东省金融资产管理股份有限公司,持有富国基金的16.675%权益。",,,1906000,37361280.0000,HKD,0.6700,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
6082.HK,壁仞科技,2026/01/02,2025/12/22,2025/12/31,是,Fullgoal Asset Management (HK) Limited,"Fullgoal Asset Management (HK) Limited(‘Fullgoal HK’于2012年在香港成立,为富国基金管理有限公司(‘富国基金’)的全资附属公司。富国香港持有香港证监会发出的第一类(证券交易)、第四类(证券咨询)及第九类(资产管理)牌照。",富国基金管理有限公司,"富国基金为于1999年4月于中国成立的基金管理公司,属中国证监会等监管机构首批核发全面牌照、获准在中国境内提供资产管理服务的十家基金管理公司之一。富国基金注册资本为人民币520百万元,主要业务范围涵盖为国内外客户提供传统基金管理服务、募资、基金销售及资产管理解决方案。富国基金为中国相关主管机关核准的合资格境内机构投资者,亦是中国首批十家基金管理公司中首家外商持股的基金管理公司。富国基金所管理拟认购发售股份的相关基金均为已在中国证监会注册的开放式公开募集证券投资基金。富国基金的股东包括(i)国泰海通证券股份有限公司,持有富国基金的27.775%股权;(ii)申万宏源证券有限公司,持有富国基金的27.775%股权;(iii) Bank of Montreal,持有富国基金的27.775%权益;及(iv)山东省金融资产管理股份有限公司,持有富国基金的16.675%权益。",1270600,24907520.0000,HKD,0.4500,6,2026/07/02,数码解决方案服务,电脑硬件、储存设备及电脑周边
2657.HK,林清轩,2025/12/30,2025/12/18,2025/12/29,是,Fidelity China Special Situations PLC、China Consumer、China Innovation及若干其他第三方基金,"Fidelity China Special Situations PLC、Fidelity Funds的子基金 – China Consumer、Fidelity Funds的子基金 – ChinaInnovation及若干其他第三方基金,该等基金均由富达基金(香港)有限公司及其关联公司集团(统称富达国际)担任顾问或二级顾问。",,,1501150,116747850.0000,HKD,10.7500,6,2026/06/30,护肤与化妆品,个人护理用品
2657.HK,林清轩,2025/12/30,2025/12/18,2025/12/29,是,Mega Prime Development Limited,"Mega Prime Development Limited（‘Mega Prime’）为于英属维尔京群岛注册成立的有限公司,并为GBAHomelandLimited的全资附属公司。",大湾区共同家园投资有限公司,"大湾区共同家园投资有限公司（‘GBAHIL’为于香港注册成立的有限公司,由10名股东共同拥有,彼等各自于其中持有少于13%股权。GBAHIL的业务涵盖投资、投资控股,以及透过其附属公司成立或管理私募股权基金,以把握粤港澳大湾区发展及国际创新科技枢纽建设的历史机遇,聚焦技术创新、产业升级、生活品质、智慧城市等相关产业。",1200950,93398280.0000,HKD,8.6000,6,2026/06/30,护肤与化妆品,个人护理用品
2657.HK,林清轩,2025/12/30,2025/12/18,2025/12/29,是,"Duckling Fund, L.P.","Duckling Fund,L.P.（‘Duckling Fund’）为根据开曼群岛法律成立的获豁免有限合伙企业，其普通合伙人为Grandiflora Hook GP Limited，并由独立第三方李浩良先生最终控制。Duckling Fund,L.P.的唯一有限合伙人为Lionet Fund,L.P.，该公司为专注于物流、医疗保健、电信、媒体、技术及消费行业投资的基金。Lionet Fund,L.P.的普通合伙人为Grandiflora Hook GP Limited。Lionet Fund, L.P.拥有逾15名有限合伙人，其中概无持有Lionet Fund,L.P. 30%以上权益。",李浩良,,1000750,77831900.0000,HKD,7.1700,6,2026/06/30,护肤与化妆品,个人护理用品
2657.HK,林清轩,2025/12/30,2025/12/18,2025/12/29,是,正心谷资本,"正心谷资本(‘LVC’)为私募股权公司,主要聚焦于以下领域科技消费、医疗健康及科技制造。LVC由独立第三方林利军最终控制,其投资包括但不限于云音乐股份有限公司、哔哩哔哩股份有限公司及泡泡玛特国际集团有限公司。",林利军,,1000750,77831900.0000,HKD,7.1700,6,2026/06/30,护肤与化妆品,个人护理用品
2657.HK,林清轩,2025/12/30,2025/12/18,2025/12/29,是,Syner Success Capital Ltd.,Syner Success Capital Ltd.（‘SS Capital’）为于英属维尔京群岛注册成立的公司，主要聚焦于大消费行业，由鞠兴海先生（上海众行远私募基金管理有限公司的创始人兼执行董事，曾担任中信证券研究部消费行业的首席分析师及国盛证券研究所副所长╱消费研究主管）最终控制。,鞠兴海,"鞠兴海先生于金融投资行业拥有逾17年经验,并为独立第三方。",800600,62265520.0000,HKD,5.7300,6,2026/06/30,护肤与化妆品,个人护理用品
