decision_tier_step8,code,name,listing_date,lifecycle_stage,step8_score,primary_score_step8,cornerstone_score_step8,secondary_score_step8,primary_recommendation_step8,cornerstone_recommendation_step8,secondary_recommendation_step8,buy_trigger_step8,sell_trigger_step8,risk_tags_step8
D 回避/仅跟踪,H0184.HK,萨驰集团,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0183.HK,楚天龙股份,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0082.HK,中交疏浚,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0188.HK,AAB国际控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0189.HK,富皇中国,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0200.HK,Fcs Nelson,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0121.HK,厦顺控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0046.HK,中国惠农,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0074.HK,CFP,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0013.HK,Me2on,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0007.HK,雅翘国际,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0036.HK,富创传媒,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0082.HK,中交疏浚,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0081.HK,大事科技,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0093.HK,奇瑞徽银汽车,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H1174.HK,国丹健康,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0899.HK,阳澄智能,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0268.HK,洛尔达控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0026.HK,康融控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0070.HK,鹏爱医疗,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H1313.HK,泰丰文化,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0160.HK,美地集团,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,8335.HK,创徽国际,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0019.HK,亨运信贷,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0169.HK,恒升昌建设,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0086.HK,华丰融资,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0019.HK,亨运信贷,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0259.HK,新得利国际,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0262.HK,香港福泰,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0560.HK,联诚集团,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0878.HK,文辉发展,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H1154.HK,岳峰高分子,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0499.HK,帕布莉卡,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0512.HK,安佳信控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0516.HK,万创国际,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0515.HK,丽柏集团,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0525.HK,汇信控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,1625.HK,翔辉矿业,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H1496.HK,汉隆集团,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0574.HK,煌天国际控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0268.HK,洛尔达控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0272.HK,许氏金融集团,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0602.HK,永丽控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H1483.HK,中梁百悦智佳服务,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0871.HK,尚德启智教育,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0655.HK,Pesko Group,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H1313.HK,泰丰文化,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H1313.HK,泰丰文化,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0863.HK,骏裕控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0864.HK,顺华控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0447.HK,殷泰控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0865.HK,诗悦集团,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0262.HK,香港福泰,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0195.HK,奥菲集团,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0483.HK,迅领财务控股,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
D 回避/仅跟踪,H0369.HK,英华建筑,,A1/上市申请中,40.2,39.1,38.1,41.8,回避或仅跟踪,不建议锁定,无行情：仅做发行阶段判断,等待触发：不追高，观察发行价、首日VWAP和20D低点,持仓风控：发行价、首日VWAP、20D低点为核心防线,A1预研
